X1,Date,Total Volume,Total Bags,Small Bags,Large Bags,XLarge Bags,type,region,SmallMediumAvocado,LargeAvocado,ExtraLargeAvocado
11,11.10.15,485706.68,101909.89,97513.23,4396.66,0,conventional,Boston,4046_5145.86,4225_378295.9,4770_355.03
12,04.10.15,536479.42,103038.91,97207.43,5831.48,0,conventional,Boston,4046_5804.31,4225_427358.64,4770_277.56
13,27.09.15,553307.04,84726.9,82123.56,2603.34,0,conventional,Boston,4046_5210.84,4225_463079.81,4770_289.49
14,20.09.15,498640.23,95171.55,91612.66,3558.89,0,conventional,Boston,4046_4376.74,4225_398673.48,4770_418.46
15,13.09.15,655682.95,89114.66,84843.55,4271.11,0,conventional,Boston,4046_5422.29,4225_560792.23,4770_353.77
16,06.09.15,577774.74,95172.85,94558.41,614.44,0,conventional,Boston,4046_4237.44,4225_477867.83,4770_496.62
17,30.08.15,526664.87,83430.9,83242.01,188.89,0,conventional,Boston,4046_4177.03,4225_438502.9,4770_554.04
18,23.08.15,589471.32,95826.5,95585.38,241.12,0,conventional,Boston,4046_4744.11,4225_488292.1,4770_608.61
19,16.08.15,565795.06,96109.23,95887.01,222.22,0,conventional,Boston,4046_4460.85,4225_464476.33,4770_748.65
20,09.08.15,690517.19,94518.79,94287.69,231.1,0,conventional,Boston,4046_4173.23,4225_590998.11,4770_827.06
21,02.08.15,571994.5,97508.59,97214.15,294.44,0,conventional,Boston,4046_4442.2,4225_468591.76,4770_1451.95
22,26.07.15,500233.69,100694.94,100466.86,228.08,0,conventional,Boston,4046_4299.27,4225_393281.62,4770_1957.86
23,19.07.15,597168.12,109746.47,109519,227.47,0,conventional,Boston,4046_4720.08,4225_477629.8,4770_5071.77
24,12.07.15,634515.74,148182.59,146946.54,1236.05,0,conventional,Boston,4046_5332.07,4225_471639.53,4770_9361.55
25,05.07.15,582909.73,148861.42,145982.99,2878.43,0,conventional,Boston,4046_4743.46,4225_418251.03,4770_11053.82
26,28.06.15,560494.92,143455.74,142574.63,881.11,0,conventional,Boston,4046_4688.28,4225_403230.6,4770_9120.3
27,21.06.15,543504.66,126114.48,125821.15,293.33,0,conventional,Boston,4046_3582.45,4225_404908.53,4770_8899.2
28,14.06.15,684346.48,151442.1,151258.77,183.33,0,conventional,Boston,4046_5104.19,4225_521254.77,4770_6545.42
29,07.06.15,562542.86,137408.28,137224.94,183.34,0,conventional,Boston,4046_4034.11,4225_421007.42,4770_93.05
30,31.05.15,565160.95,142818.64,142515.32,303.32,0,conventional,Boston,4046_4128.35,4225_418105.36,4770_108.6
31,24.05.15,633521.98,138157.74,137769.31,388.43,0,conventional,Boston,4046_4601.66,4225_490485.76,4770_276.82
32,17.05.15,534488.54,149526.12,147667.72,1858.4,0,conventional,Boston,4046_4285.68,4225_380514.08,4770_162.66
33,10.05.15,625558.14,143997.65,141309.43,2688.22,0,conventional,Boston,4046_4601.5,4225_476827.52,4770_131.47
34,03.05.15,552368.94,118714.26,115148.87,3565.39,0,conventional,Boston,4046_3828.64,4225_429586.28,4770_239.76
35,26.04.15,465911.37,109400.12,106866.42,2533.7,0,conventional,Boston,4046_3915.3,4225_352464.49,4770_131.46
36,19.04.15,504619.83,115562.72,114562.17,1000.55,0,conventional,Boston,4046_4013.71,4225_384880.49,4770_162.91
37,12.04.15,408485.16,110638.95,108644.33,1994.62,0,conventional,Boston,4046_3575.89,4225_294164.23,4770_106.09
38,05.04.15,449818.01,115635.81,113541.34,1948.64,145.83,conventional,Boston,4046_3657.54,4225_330424.74,4770_99.92
39,29.03.15,453631.25,110561.28,108838.11,1723.17,0,conventional,Boston,4046_3619.31,4225_339299.3,4770_151.36
40,22.03.15,453173.22,102664.18,102204.17,460.01,0,conventional,Boston,4046_5956.18,4225_344396.92,4770_155.94
41,15.03.15,417750.36,102556.32,101931.87,624.45,0,conventional,Boston,4046_6085.75,4225_308996.7,4770_111.59
42,08.03.15,408403.96,114386.82,113811.26,575.56,0,conventional,Boston,4046_3425.53,4225_290512.65,4770_78.96
43,01.03.15,485736.1,97862.93,97423.17,439.76,0,conventional,Boston,4046_4106.42,4225_383573.77,4770_192.98
44,22.02.15,355432.28,100715.97,100498.19,217.78,0,conventional,Boston,4046_3232.68,4225_251341.3,4770_142.33
45,15.02.15,399883.99,114839.16,114283.61,555.55,0,conventional,Boston,4046_3794.97,4225_281106.45,4770_143.41
46,08.02.15,609985.34,106216.72,105403.38,813.34,0,conventional,Boston,4046_7653.19,4225_495731.7,4770_383.73
47,01.02.15,490022.14,110214.39,109900.93,313.46,0,conventional,Boston,4046_6082.88,4225_373452.06,4770_272.81
48,25.01.15,409343.56,116472.16,115538.05,934.11,0,conventional,Boston,4046_4730.77,4225_288094.65,4770_45.98
49,18.01.15,401331.33,109036.52,108668.74,367.78,0,conventional,Boston,4046_4383.76,4225_287778.52,4770_132.53
50,11.01.15,437771.89,111524.61,111192.88,331.73,0,conventional,Boston,4046_5548.11,4225_320577.36,4770_121.81
51,04.01.15,491738,87663.13,87406.84,256.29,0,conventional,Boston,4046_7193.87,4225_396752.18,4770_128.82
0,27.12.15,96233.08,55236.68,55236.68,0,0,conventional,BuffaloRochester,4046_1367.81,4225_39542.83,4770_85.76
1,20.12.15,90867.51,51165.21,51165.21,0,0,conventional,BuffaloRochester,4046_1164.92,4225_38430.71,4770_106.67
2,13.12.15,98473.23,56202.44,56202.44,0,0,conventional,BuffaloRochester,4046_1421.12,4225_40783.22,4770_66.45
3,06.12.15,108457.82,48355.65,48355.65,0,0,conventional,BuffaloRochester,4046_1737.71,4225_58197.34,4770_167.12
4,29.11.15,79973.14,42662.25,42662.25,0,0,conventional,BuffaloRochester,4046_1514.69,4225_35682.71,4770_113.49
5,22.11.15,90242.31,49642.35,49642.35,0,0,conventional,BuffaloRochester,4046_1711.77,4225_38780.66,4770_107.53
6,15.11.15,99703.72,56335.34,55593.12,742.22,0,conventional,BuffaloRochester,4046_1803.78,4225_41457.12,4770_107.48
7,08.11.15,111038.95,60187.87,58885.65,1302.22,0,conventional,BuffaloRochester,4046_1288.83,4225_49507.25,4770_55
8,01.11.15,118541.11,54298.62,52956.4,1342.22,0,conventional,BuffaloRochester,4046_2181.17,4225_61874.92,4770_186.4
9,25.10.15,99554.55,61283.43,59381.21,1902.22,0,conventional,BuffaloRochester,4046_1545.57,4225_36645.91,4770_79.64
10,18.10.15,106083.75,63787.47,62627.47,1160,0,conventional,BuffaloRochester,4046_1536.35,4225_40701.65,4770_58.28
11,11.10.15,109153.84,56025.17,54829.61,1195.56,0,conventional,BuffaloRochester,4046_2170.49,4225_50862,4770_96.18
12,04.10.15,98900.48,57425.67,56141.23,1284.44,0,conventional,BuffaloRochester,4046_3020.03,4225_38353.35,4770_101.43
13,27.09.15,90745.72,28438.3,27767.19,671.11,0,conventional,BuffaloRochester,4046_1908.16,4225_60292.79,4770_106.47
14,20.09.15,60624.47,19258.95,18437.84,821.11,0,conventional,BuffaloRochester,4046_1445.25,4225_39831.66,4770_88.61
15,13.09.15,73043.2,22867.43,22421.87,445.56,0,conventional,BuffaloRochester,4046_1572.71,4225_48468.73,4770_134.33
16,06.09.15,76139.58,25106.09,25092.76,13.33,0,conventional,BuffaloRochester,4046_1471.69,4225_49388.48,4770_173.32
17,30.08.15,83731.42,20483.02,20483.02,0,0,conventional,BuffaloRochester,4046_1406.11,4225_61600.62,4770_241.67
18,23.08.15,68953.29,23840.42,23840.42,0,0,conventional,BuffaloRochester,4046_1287.09,4225_43655.31,4770_170.47
19,16.08.15,69798.09,22371.73,22371.73,0,0,conventional,BuffaloRochester,4046_1230.78,4225_45937.58,4770_258
20,09.08.15,81830.13,24051.92,24051.92,0,0,conventional,BuffaloRochester,4046_1139.74,4225_56289.28,4770_349.19
21,02.08.15,78162.92,31622.86,31622.86,0,0,conventional,BuffaloRochester,4046_1447.81,4225_44620.7,4770_471.55
22,26.07.15,91825.07,43788.54,43788.54,0,0,conventional,BuffaloRochester,4046_1679.28,4225_45615.48,4770_741.77
23,19.07.15,128846.15,70982.41,70982.41,0,0,conventional,BuffaloRochester,4046_1165.75,4225_54492.85,4770_2205.14
24,12.07.15,127351.46,74222.68,73796.01,426.67,0,conventional,BuffaloRochester,4046_1119.38,4225_47294.67,4770_4714.73
25,05.07.15,140413.9,75277.49,74370.82,906.67,0,conventional,BuffaloRochester,4046_1503.1,4225_56925.46,4770_6707.85
26,28.06.15,137246.7,78811.96,78749.74,62.22,0,conventional,BuffaloRochester,4046_1235.69,4225_51801.73,4770_5397.32
27,21.06.15,108655.36,54130.44,54130.44,0,0,conventional,BuffaloRochester,4046_1254.83,4225_47845.57,4770_5424.52
28,14.06.15,149376.79,95473.84,95473.84,0,0,conventional,BuffaloRochester,4046_1183.9,4225_48286.51,4770_4432.54
29,07.06.15,130908.11,71990.67,71990.67,0,0,conventional,BuffaloRochester,4046_779.02,4225_57999.61,4770_138.81
30,31.05.15,130841.08,75473.15,75473.15,0,0,conventional,BuffaloRochester,4046_1039.49,4225_54249.06,4770_79.38
31,24.05.15,121942.61,65785.96,65741.52,44.44,0,conventional,BuffaloRochester,4046_1033.76,4225_55018.95,4770_103.94
32,17.05.15,137050.23,74392.69,73414.91,977.78,0,conventional,BuffaloRochester,4046_932.52,4225_61668.49,4770_56.53
33,10.05.15,170547.18,95285.89,94832.56,453.33,0,conventional,BuffaloRochester,4046_1321.83,4225_73754.3,4770_185.16
34,03.05.15,136771.79,85477.33,84332.05,1102.22,43.06,conventional,BuffaloRochester,4046_946.38,4225_50266.22,4770_81.86
35,26.04.15,136964.3,86183.43,85503.15,640,40.28,conventional,BuffaloRochester,4046_1117.56,4225_49556.91,4770_106.4
36,19.04.15,139612.52,85576.8,85056.94,519.86,0,conventional,BuffaloRochester,4046_1021.72,4225_52954.82,4770_59.18
37,12.04.15,118172.53,71752.15,70938.4,813.75,0,conventional,BuffaloRochester,4046_884.02,4225_45443.61,4770_92.75
38,05.04.15,124145.62,72056.8,71408.88,597.92,50,conventional,BuffaloRochester,4046_969.27,4225_51023.86,4770_95.69
39,29.03.15,119890.65,70027.47,69919,108.47,0,conventional,BuffaloRochester,4046_1352.63,4225_48430.03,4770_80.52
40,22.03.15,119902.96,71344.15,71288.59,55.56,0,conventional,BuffaloRochester,4046_3090.55,4225_45420.06,4770_48.2
41,15.03.15,103413.11,54157.6,54046.49,111.11,0,conventional,BuffaloRochester,4046_3500.48,4225_45688.61,4770_66.42
42,08.03.15,125724.96,62576.63,62216.63,360,0,conventional,BuffaloRochester,4046_1072.46,4225_61973.56,4770_102.31
43,01.03.15,112363.86,69541.74,69479.52,62.22,0,conventional,BuffaloRochester,4046_1032.92,4225_41685.04,4770_104.16
44,22.02.15,109546.92,62312.01,61765.34,546.67,0,conventional,BuffaloRochester,4046_1709.23,4225_45393.96,4770_131.72
45,15.02.15,100207.14,55357.07,55232.63,124.44,0,conventional,BuffaloRochester,4046_1520.76,4225_43271.55,4770_57.76
46,08.02.15,132760.1,64513.81,63918.25,595.56,0,conventional,BuffaloRochester,4046_1822.41,4225_66261.92,4770_161.96
47,01.02.15,153920.35,86919.58,86848.47,71.11,0,conventional,BuffaloRochester,4046_2117.73,4225_64770.55,4770_112.49
48,25.01.15,114052.94,58649.74,57909.74,740,0,conventional,BuffaloRochester,4046_1321.19,4225_54007.48,4770_74.53
49,18.01.15,107040.29,43421.89,43419.67,2.22,0,conventional,BuffaloRochester,4046_1625.26,4225_61859.85,4770_133.29
50,11.01.15,106221.32,53514.26,53514.26,0,0,conventional,BuffaloRochester,4046_1642.25,4225_50985.2,4770_79.61
51,04.01.15,116253.44,57182.88,57182.88,0,0,conventional,BuffaloRochester,4046_3267.97,4225_55693.04,4770_109.55
0,27.12.15,5040365.47,1212707.01,1090140.07,110737.35,11829.59,conventional,California,4046_1833946.59,4225_1760956.02,4770_232755.85
1,20.12.15,4695737.21,1209165.2,1061703.58,136747.1,10714.52,conventional,California,4046_1676601.43,4225_1543280.76,4770_266689.82
2,13.12.15,5259354.3,1592438.33,1404012,180150.37,8275.96,conventional,California,4046_1806690.08,4225_1627240.76,4770_232985.13
3,06.12.15,5775536.27,1510267.34,1376640.91,126664.37,6962.06,conventional,California,4046_1943065.5,4225_2100246.17,4770_221957.26
4,29.11.15,4575710.62,1081497.47,991568.84,82338.39,7590.24,conventional,California,4046_1461699.38,4225_1810202.7,4770_222311.07
5,22.11.15,4804278.16,1069305.91,979612.52,82444.32,7249.07,conventional,California,4046_1602215.57,4225_1917124.52,4770_215632.16
6,15.11.15,5755190.69,1152918.94,1091768.68,53797.92,7352.34,conventional,California,4046_2243013.44,4225_2164098.99,4770_195159.32
7,08.11.15,5148983.51,855636.58,813006.4,36305.96,6324.22,conventional,California,4046_2317858.81,4225_1758964.54,4770_216523.58
8,01.11.15,5830427.96,651915.96,626993.54,19804.69,5117.73,conventional,California,4046_2369824.75,4225_2596785.28,4770_211901.97
9,25.10.15,4592461.81,618031.72,606392.86,7596.27,4042.59,conventional,California,4046_1733791.31,4225_2025016.15,4770_215622.63
10,18.10.15,4999031.79,646990.52,633893.61,10780.32,2316.59,conventional,California,4046_1847991.31,4225_2286235.79,4770_217814.17
11,11.10.15,5063309.38,555041.88,533478.03,18373.18,3190.67,conventional,California,4046_1757211.58,4225_2530023.18,4770_221032.74
12,04.10.15,4943781.29,472090.38,442923.78,25572.26,3594.34,conventional,California,4046_1461112.39,4225_2788317.94,4770_222260.58
13,27.09.15,5216784.63,515245.79,496867.66,13336.34,5041.79,conventional,California,4046_1860050.39,4225_2635028.38,4770_206460.07
14,20.09.15,4759791.13,552209.77,529779.37,17303.91,5126.49,conventional,California,4046_1702965.49,4225_2230693.51,4770_273922.36
15,13.09.15,5106508.12,584419.64,502056.88,76297.56,6065.2,conventional,California,4046_1863270.81,4225_2388023.33,4770_270794.34
16,06.09.15,5806392.78,629688.27,591629.83,33545.37,4513.07,conventional,California,4046_2859325.91,4225_2077193.6,4770_240185
17,30.08.15,5647385.15,649475.65,640600.64,5989.25,2885.76,conventional,California,4046_3104607.82,4225_1660274.32,4770_233027.36
18,23.08.15,5193221,545248.81,535183.95,6573.5,3491.36,conventional,California,4046_2626977.95,4225_1798911.33,4770_222082.91
19,16.08.15,5616434.08,577651.8,572197.46,2081.96,3372.38,conventional,California,4046_3098708.55,4225_1731349,4770_208724.73
20,09.08.15,6232081.27,580768.97,570728.54,7356.84,2683.59,conventional,California,4046_3260775.73,4225_2196704.97,4770_193831.6
21,02.08.15,5428238.87,566776.08,559587.76,4953.57,2234.75,conventional,California,4046_2940145.82,4225_1737845.94,4770_183471.03
22,26.07.15,5557616.27,598607.54,590750.1,5181.16,2676.28,conventional,California,4046_3112921.78,4225_1636659.9,4770_209427.05
23,19.07.15,5225200.52,601233.56,577736.96,20673.8,2822.8,conventional,California,4046_2805887.74,4225_1629871.75,4770_188207.47
24,12.07.15,5451636.92,622965.78,601358.64,18032.41,3574.73,conventional,California,4046_2747299.98,4225_1923893.11,4770_157478.05
25,05.07.15,6718011.83,762371.42,731692.08,27317.19,3362.15,conventional,California,4046_3581149.88,4225_2120303.06,4770_254187.47
26,28.06.15,5641742.02,654819,630301.44,21861.54,2656.02,conventional,California,4046_3163839.74,4225_1610910.07,4770_212173.21
27,21.06.15,5952597.29,662032.34,634244.68,24277.53,3510.13,conventional,California,4046_3328631.93,4225_1743509.25,4770_218423.77
28,14.06.15,6741662.31,683201.17,657421.42,22961.19,2818.56,conventional,California,4046_4075881.34,4225_1771908.98,4770_210670.82
29,07.06.15,6374842.9,678868.68,651944.51,23422.39,3501.78,conventional,California,4046_3614314.44,4225_1860329.3,4770_221330.48
30,31.05.15,6236903.31,580523.01,554224.64,23083.08,3215.29,conventional,California,4046_3620440.35,4225_1826496.62,4770_209443.33
31,24.05.15,5621713.64,574119.93,546420.69,24485.84,3213.4,conventional,California,4046_2978396.74,4225_1873205.91,4770_195991.06
32,17.05.15,5289138.5,547243.56,525804.7,18497.03,2941.83,conventional,California,4046_2923673.93,4225_1649623.66,4770_168597.35
33,10.05.15,6650357.96,634790.89,613601.09,18366.27,2823.53,conventional,California,4046_4085858.78,4225_1735132.32,4770_194575.97
34,03.05.15,8567534.49,631798.44,609388.58,19735.89,2673.97,conventional,California,4046_4340117.03,4225_3403145.1,4770_192473.92
35,26.04.15,4923565.04,576599.58,548252.41,26483.99,1863.18,conventional,California,4046_2421009.67,4225_1729486.77,4770_196469.02
36,19.04.15,5871080.81,598285.63,524767.96,71988.59,1529.08,conventional,California,4046_3024466.22,4225_2070974.14,4770_177354.82
37,12.04.15,5636644.51,614443.51,532714.02,79865.3,1864.19,conventional,California,4046_2848184,4225_1988818.23,4770_185198.77
38,05.04.15,5467155.55,601124.94,539258.29,59212.09,2654.56,conventional,California,4046_2754464.87,4225_1886168.89,4770_225396.85
39,29.03.15,5341821.67,669440.18,605995.11,61958.73,1486.34,conventional,California,4046_2609532.63,4225_1869271.31,4770_193577.55
40,22.03.15,5571812.77,713009.12,681403.86,30058.97,1546.29,conventional,California,4046_2348618.25,4225_2314393.94,4770_195791.46
41,15.03.15,5557163.11,662527.26,632903.55,27625.15,1998.56,conventional,California,4046_2962520.41,4225_1737353.95,4770_194761.49
42,08.03.15,5990243.89,671312.66,642307,27241.05,1764.61,conventional,California,4046_3484274.6,4225_1649936.05,4770_184720.58
43,01.03.15,6700134.25,552070.01,515386.4,34845.51,1838.1,conventional,California,4046_3516551.29,4225_2460932.41,4770_170580.54
44,22.02.15,5951871.32,635318.73,596184.9,36940.51,2193.32,conventional,California,4046_3210177.22,4225_1933699.49,4770_172675.88
45,15.02.15,5699944.93,594411.66,544990.68,47017.93,2403.05,conventional,California,4046_3315163.6,4225_1620462.13,4770_169907.54
46,08.02.15,5871224.58,612526.38,553682.71,56311.08,2532.59,conventional,California,4046_2908845.38,4225_2200393.89,4770_149458.93
47,01.02.15,9032180.67,600149.24,556205.2,41203.2,2740.84,conventional,California,4046_4794142.14,4225_3460743.8,4770_177145.49
48,25.01.15,4929884.26,570609.87,521004.15,46809.48,2796.24,conventional,California,4046_2380955.61,4225_1827783.28,4770_150535.5
49,18.01.15,5570915.26,559990.93,520299.26,36501.18,3190.49,conventional,California,4046_2780859.66,4225_2108450.36,4770_121614.31
50,11.01.15,6024932.34,546047.53,510560.41,31874.03,3613.09,conventional,California,4046_2889591.29,4225_2485720.1,4770_103573.42
51,04.01.15,5777334.9,528451.74,477193.38,47882.56,3375.8,conventional,California,4046_2843648.26,4225_2267755.26,4770_137479.64
0,27.12.15,156698.24,37630.04,35130.42,2499.62,0,conventional,Charlotte,4046_33070.27,4225_62956.24,4770_23041.69
1,20.12.15,139917.89,35054.76,33273.25,1781.51,0,conventional,Charlotte,4046_29500.04,4225_55520.58,4770_19842.51
2,13.12.15,157146.19,39031.59,35793.08,3238.51,0,conventional,Charlotte,4046_31727.46,4225_62544.19,4770_23842.95
3,06.12.15,156114.08,30439.26,28181.92,2257.34,0,conventional,Charlotte,4046_34117.36,4225_63074.74,4770_28482.72
4,29.11.15,138858.86,30791.41,27376.3,3415.11,0,conventional,Charlotte,4046_31911.11,4225_53470.54,4770_22685.8
5,22.11.15,133618.33,25723.09,22228.47,3494.62,0,conventional,Charlotte,4046_30028.69,4225_53644.97,4770_24221.58
6,15.11.15,169281.16,23632.22,21132.1,2500.12,0,conventional,Charlotte,4046_28543.88,4225_80244.55,4770_36860.51
7,08.11.15,164322.04,29723.04,28076.04,1647,0,conventional,Charlotte,4046_30860.74,4225_54456.01,4770_49282.25
8,01.11.15,171793.87,37373.73,32848.04,4525.69,0,conventional,Charlotte,4046_33371.6,4225_47079.68,4770_53968.86
9,25.10.15,140920.61,34587.41,30219.23,4368.18,0,conventional,Charlotte,4046_23093.86,4225_38356.83,4770_44882.51
10,18.10.15,156565.98,34534.79,31176.68,3358.11,0,conventional,Charlotte,4046_22805.02,4225_54518.85,4770_44707.32
11,11.10.15,167396.56,39795.83,33103.01,6692.82,0,conventional,Charlotte,4046_22941.59,4225_45669.33,4770_58989.81
12,04.10.15,146737.74,38050.77,30388.81,7661.96,0,conventional,Charlotte,4046_23648.94,4225_44671.1,4770_40366.93
13,27.09.15,168780.22,31620.63,27053.27,4567.36,0,conventional,Charlotte,4046_24397.92,4225_54210.03,4770_58551.64
14,20.09.15,161443.98,47353.43,38940.45,8412.98,0,conventional,Charlotte,4046_25922.66,4225_46906.06,4770_41261.83
15,13.09.15,171077.53,62868.31,56910.24,5958.07,0,conventional,Charlotte,4046_30122.92,4225_41616.87,4770_36469.43
16,06.09.15,227728.43,66041.86,59197.7,6844.16,0,conventional,Charlotte,4046_35126.74,4225_62187.49,4770_64372.34
17,30.08.15,179026.88,65683.65,63371.06,2312.59,0,conventional,Charlotte,4046_33511.97,4225_41700.97,4770_38130.29
18,23.08.15,203298.37,78864.57,76846.13,2018.44,0,conventional,Charlotte,4046_32280.63,4225_50475.57,4770_41677.6
19,16.08.15,178525.52,62985.56,60769.22,2216.34,0,conventional,Charlotte,4046_32128.6,4225_42068.1,4770_41343.26
20,09.08.15,173059.32,61746.27,57783.2,3963.07,0,conventional,Charlotte,4046_29915.8,4225_43782.95,4770_37614.3
21,02.08.15,179321.9,60699.91,58627.67,2072.24,0,conventional,Charlotte,4046_30200.32,4225_48686.77,4770_39734.9
22,26.07.15,173896.82,64127.07,62053.65,2073.42,0,conventional,Charlotte,4046_30901.1,4225_39607.94,4770_39260.71
23,19.07.15,187575.03,65605.47,62470.83,3134.64,0,conventional,Charlotte,4046_33382.11,4225_49072.16,4770_39515.29
24,12.07.15,182856.82,67851.56,65681.23,2170.33,0,conventional,Charlotte,4046_23580.7,4225_56317.45,4770_35107.11
25,05.07.15,216118.9,71243.15,67865.26,3377.89,0,conventional,Charlotte,4046_30803.29,4225_73470.29,4770_40602.17
26,28.06.15,193654.01,69753.61,67989.08,1764.53,0,conventional,Charlotte,4046_23693.74,4225_58162.31,4770_42044.35
